,adaptive,alg,base_alg,best_score,cumulative_partial_fit_calls,model_id,patience,patience_,repeat,tol,train_time,wall_time
188,False,hyperband-p20,hyperband,-0.10216694325208664,433,bracket=4-12,20,p=20,0,0.0,1336.8917474746704,466.156507730484
189,False,hyperband-p20,hyperband,-0.10216694325208664,439,bracket=4-28,20,p=20,0,0.0,1338.0586128234863,466.15651273727417
190,False,hyperband-p20,hyperband,-0.10216694325208664,445,bracket=4-33,20,p=20,0,0.0,1336.1452839374542,466.15651512145996
191,False,hyperband-p20,hyperband,-0.10216694325208664,451,bracket=4-42,20,p=20,0,0.0,1335.4510345458984,466.15651869773865
192,False,hyperband-p20,hyperband,-0.10073856264352798,457,bracket=4-55,20,p=20,0,0.0,1335.7451601028442,466.15652298927307
193,False,hyperband-p20,hyperband,-0.10073856264352798,463,bracket=4-75,20,p=20,0,0.0,1332.1116118431091,466.1565294265747
194,False,hyperband-p20,hyperband,-0.10073856264352798,469,bracket=4-78,20,p=20,0,0.0,1332.4608101844788,466.1565308570862
195,False,hyperband-p20,hyperband,-0.10073856264352798,487,bracket=3-9,20,p=20,0,0.0,1334.2892487049103,634.7186131477356
196,False,hyperband-p20,hyperband,-0.09934509545564651,505,bracket=3-30,20,p=20,0,0.0,1329.9169216156006,634.7186233997345
197,False,hyperband-p20,hyperband,-0.09934509545564651,523,bracket=3-33,20,p=20,0,0.0,1328.3310277462006,634.7186243534088
198,False,hyperband-p20,hyperband,-0.09934509545564651,526,bracket=4-bracket=4-bracket=4-0,20,p=20,0,0.0,1336.8072826862335,649.1829824447632
199,False,hyperband-p20,hyperband,-0.09934509545564651,526,bracket=4-bracket=4-bracket=4-0,20,p=20,0,0.0,1336.8072826862335,649.1829824447632
200,False,hyperband-p20,hyperband,-0.09934509545564651,526,bracket=4-bracket=4-bracket=4-0,20,p=20,0,0.0,1336.8072826862335,649.1829824447632
201,False,hyperband-p20,hyperband,-0.09934509545564651,529,bracket=4-bracket=4-bracket=4-1,20,p=20,0,0.0,1343.3208661079407,649.1829838752747
202,False,hyperband-p20,hyperband,-0.09934509545564651,529,bracket=4-bracket=4-bracket=4-1,20,p=20,0,0.0,1343.3208661079407,649.1829838752747
203,False,hyperband-p20,hyperband,-0.09934509545564651,529,bracket=4-bracket=4-bracket=4-1,20,p=20,0,0.0,1343.3208661079407,649.1829838752747
204,False,hyperband-p20,hyperband,-0.09934509545564651,532,bracket=4-bracket=4-bracket=4-2,20,p=20,0,0.0,1351.3965270519257,649.1829850673676
205,False,hyperband-p20,hyperband,-0.09934509545564651,532,bracket=4-bracket=4-bracket=4-2,20,p=20,0,0.0,1351.3965270519257,649.1829850673676
206,False,hyperband-p20,hyperband,-0.09934509545564651,532,bracket=4-bracket=4-bracket=4-2,20,p=20,0,0.0,1351.3965270519257,649.1829850673676
207,False,hyperband-p20,hyperband,-0.09934509545564651,541,bracket=4-bracket=4-3,20,p=20,0,0.0,1357.6418182849884,649.1829855442047
